Number;Text;Flag
1073466;Greater Strength Potion;Original
1073467;Greater Heal Potion;Original
1073468;Grapes;Original
1073469;You don't have enough grapes.;Original
1073470;Bananas;Original
1073471;You don't have enough bananas.;Original
1073472;Wooden Bowl;Original
1073473;You don't have an empty wooden bowl.;Original
1073474;parasitic plant;Original
1073475;luminescent fungi;Original
1073476;You must complete the arcanist quest before you can absorb these spellweaving skill points.;Original
1073477;Bark Fragments;Original
1073478;You don't have enough bark.;Original
1073479;You activate your arcane focus.;Original
1073480;Your arcane focus disappears.;Original
1073481;Darkwood Crown;Original
1073482;Darkwood Chest;Original
1073483;Darkwood Gorget;Original
1073484;Darkwood Leggings;Original
1073485;Darkwood Pauldrons;Original
1073486;Darkwood Gauntlets;Original
1073487;parrot perch;Original
1073488;lower mana cost ~1_val~% (total);Original
1073489;luck ~1_val~ (total);Original
1073490;hit chance increase ~1_val~% (total);Original
1073491;Part of a Weapon/Armor Set (~1_val~ pieces);Original
1073492;Full Weapon/Armor Set Present;Original
1073493;defense chance increase ~1_val~% (total);Original
1073494;Level 1 Treasure Maps;Original
1073495;You need more level 1 treasure maps that have been completed by you.;Original
1073496;Level 2 Treasure Maps;Original
1073497;You need more level 2 treasure maps that have been completed by you.;Original
1073498;Level 3 Treasure Maps;Original
1073499;You need more level 3 treasure maps that have been completed by you.;Original
1073500;Level 4 Treasure Maps;Original
1073501;You need more level 4 treasure maps that have been completed by you.;Original
1073502;Level 5 Treasure Maps;Original
1073503;You need more level 5 treasure maps that have been completed by you.;Original
1073504;You recover ~1_NUM~ ~2_AMMO~.;Original
1073505;barbed longbow;Original
1073506;slayer longbow;Original
1073507;frozen longbow;Original
1073508;longbow of might;Original
1073509;ranger's shortbow;Original
1073510;lightweight shortbow;Original
1073511;mystical shortbow;Original
1073512;assassin's shortbow;Original
1073513;true spellblade;Original
1073514;icy spellblade;Original
1073515;fiery spellblade;Original
1073516;spellblade of defense;Original
1073517;true assassin spike;Original
1073518;charged assassin spike;Original
1073519;magekiller assassin spike;Original
1073520;wounding assassin spike;Original
1073521;true leafblade;Original
1073522;luckblade;Original
1073523;magekiller leafblade;Original
1073524;leafblade of ease;Original
1073525;knight's war cleaver;Original
1073526;butcher's war cleaver;Original
1073527;serrated war cleaver;Original
1073528;true war cleaver;Original
1073529;ruby mace;Original
1073530;emerald mace;Original
1073531;sapphire mace;Original
1073532;silver-etched mace;Original
1073533;adventurer's machete;Original
1073534;Orcish Machete;Original
1073535;machete of defense;Original
1073536;Diseased Machete;Original
1073537;runesabre;Original
1073538;mage's rune blade;Original
1073539;rune blade of knowledge;Original
1073540;Corrupted Rune Blade;Original
1073541;true radiant scimitar;Original
1073542;darkglow scimitar;Original
1073543;icy scimitar;Original
1073544;twinkling scimitar;Original
1073545;guardian axe;Original
1073546;singing axe;Original
1073547;thundering axe;Original
1073548;heavy ornate axe;Original
1073549;arcanist's wild staff;Original
1073550;ancient wild staff;Original
1073551;thorned wild staff;Original
1073552;hardened wild staff;Original
1073553;;Original
1073554;;Original
1073555;You skin it and place the cut-up hides in your backpack.;Original
1073556;R.I.P. Lady Malynn;Original
1073557;Here lies Kothar;Original
1073558;Farewell Ibn Shaun;Original
1073559;You attempt to recover ~1_NUM~ ~2_AMMO~, but there is no room in your backpack, and they are lost.;Original
1073560;In memory of Mordanna;Original
1073561;Can you hear them? The never-ending howling? The incessant wailing? These banshees, they never cease! Never! They haunt my nights. Please, I beg you -- will you silence them? I would be ever so grateful.;Modified
1073562;Some say killing a boggling brings good luck. I don't place much stock in old wives' tales, but I can say a few dead bogglings would certainly be lucky for me! Help me out and I can reward you for your efforts.;Modified
1073563;Nobody told me about the Mummy's Curse. How was I supposed to know you shouldn't disturb the tombs? Oh, sure, now all I hear about is the curse of the vengeful dead. I'll tell you what -- make a few of these mummies go away and we'll keep this between you and me.;Original
1073564;You want to hear about trouble? I got trouble. How's angry piles of granite walking around for trouble? Maybe they don't like the mining, maybe it's the farming. I don't know. All I know is someone's got to turn them back to potting soil. And it'd be worth a pretty penny to the soul that does it.;Original
1073565;Please, hear me kind traveler. You know when a knight falls, sometimes they are cursed to roam the earth as undead mockeries of their former glory? That is too grim a fate for even any knight to suffer! Please, put them out of their misery. I will offer you what payment I can if you will end the torment of these undead wretches.;Modified
1073566;It is a piteous thing when the dead continue to walk the earth. Restless spirits are known to inhabit these parts, taking the lives of unwary travelers. It is about time a hero put the dead back in their graves. I'm sure such a hero would be justly rewarded.;Original
1073567;Imps! Do you hear me? Imps! They're everywhere! They're in everything! Oh, don't be fooled by their size -- they vicious little devils! Half-sized evil incarnate, they are! Somebody needs to send them back to where they came from, if you know what I mean.;Modified
1073568;The Terathan are an aggressive species. Left unchecked, they will swarm across our lands. And where will that leave us? Compost in the hive, that's what! Stop them, stop them cold my friend. Kill their warriors and you'll check their movement, that is certain.;Original
1073569;I've seen them hiding in their webs among the woods. Glassy eyes, spindly legs, poisonous fangs. Monsters, I say! Deadly horrors, these black widows. Someone must exterminate the abominations! If only I could find a worthy hero for such a task, then I could give them this considerable reward.;Original
1073570;Why must the dead plague the living? With their foul necromancy and dark sorceries, the undead menace the countryside. I fear what will happen if no one is strong enough to face these nightmare sorcerers and thin their numbers.;Original
1073571;Foul brutes! No one loves an orc, but some of them are worse than the rest. Their Captains and their Bombers, for instance, they're the worst of the lot. Kill a few of those, and the rest are just a rabble. Exterminate a few of them and you'll make the world a sunnier place, don't you know.;Modified
1073572;Thank goodness, a hero like you has arrived! Brigands have descended upon this area like locusts, stealing and looting where ever they go. We need someone to put these vile curs where they belong -- in their graves. Are you up to the task?;Modified
1073573;A Solen hive is a fascinating piece of ecology. It's put together like a finely crafted clock. Who knows what happens if you remove something? So let's find out. Exterminate a few of the warriors and I'll make it worth your while.;Original
1073574;Kind traveler, hear my plea. You know of the evil orbs? The wrathful eyes? Some call them gazers? They must be a nest nearby, for they are tormenting us poor folk. We need to drive back their numbers. But we are not strong enough to face such horrors ourselves, we need a true hero.;Modified
1073575;Vermin! They get into everything! I told the boy to leave out some poisoned cheese -- and they shot him. What else can I do? Unless…these ratmen are skilled with a bow, but I'd lay a wager you're better, eh? Could you skin a few of the wretches for me?;Original
1073576;The woods in these parts are restless. Wrathful trees, walking about. Why, they're a menace to decent folk! And I'm running low on firewood, so what do you say? Could you turn a few reapers into some useful lumber?;Original
1073577;Were you the sort of child that enjoyed knocking over anthills? Well, perhaps you'd like to try something a little bigger? There's a Solen nest nearby and I bet if you killed a queen or two, it would be quite the sight to behold.  I'd even pay to see that -- what do you say?;Modified
1073578;It makes no sense! Cold blooded serpents cannot live in the ice! It's a biological impossibility! They are an abomination against reason! Please, I beg you -- kill them! Make them disappear for me! Do this and I will reward you.;Modified
1073579;The universe is all about balance my friend. Tip one end, you must balance the other. That's why I must ask you to kill not just one kind of elemental, but three kinds. Snuff out some Fire, douse a few Water, and crush some Earth elementals and I'll pay you for your trouble.;Original
1073580;I hope you'll reconsider. Until then, farwell.;Original
1073581;Until you kill 12 Wailing Banshees, there will be no peace.;Modified
1073582;Go back and kill all 20 bogglings!;Original
1073583;Uh, I don't think you're quite done killing Mummies yet. <br>;Original
1073584;You got rocks in your head? I said to kill 12 earth elementals, okay?<br>;Original
1073585;Your task is not done. Continue putting the Skeleton and Bone Knights to rest.<br>;Original
1073586;The restless spirts still walk -- you must kill 15 of them.;Original
1073587;Don't let the little devils scare you! You  kill 12 imps -- then we'll talk reward.<br>;Original
